4.671e+00,4.185e-01,1.204e+00,-5.563e-01,-2.089e+00,2.522e-01,2.509e+00,1.718e+00,-8.140e-01,-1.421e+00,-8.880e-01,2.715e-02,2.508e-01,9.198e-01,-2.019e-01,5.128e-01,7.483e-01,1.860e+00,3.968e-01,-4.164e-01
4.185e-01,5.253e+00,3.492e+00,-1.248e-01,-4.671e+00,7.980e-01,2.355e+00,1.205e+00,-1.371e+00,-8.452e-01,4.257e-01,5.073e-01,-7.367e-01,-2.696e-01,-1.538e+00,-4.428e-01,-7.351e-01,1.691e+00,3.078e+00,-4.735e+00
1.204e+00,3.492e+00,5.320e+00,8.474e-01,-7.086e+00,-2.957e-02,2.682e+00,2.554e+00,-1.846e+00,-2.174e+00,-2.739e-01,3.906e-01,-8.995e-01,-2.288e-01,-8.791e-01,-2.370e-01,-3.681e-01,1.503e+00,2.210e+00,-4.663e+00
-5.563e-01,-1.248e-01,8.474e-01,4.792e+00,-1.246e+00,-4.389e+00,-5.887e-01,2.486e+00,1.620e+00,-2.522e+00,-2.265e+00,-1.133e+00,4.458e-01,2.732e-01,-1.485e+00,6.692e-01,6.157e-01,4.006e-01,-6.029e-01,-1.392e+00
-2.089e+00,-4.671e+00,-7.086e+00,-1.246e+00,1.694e+01,3.455e+00,-4.010e+00,-5.875e+00,4.518e+00,6.070e+00,1.847e-01,-1.030e+00,1.933e+00,3.013e-01,1.747e+00,5.583e-01,1.470e-02,-3.172e+00,-1.974e+00,6.022e+00
2.522e-01,7.980e-01,-2.957e-02,-4.389e+00,3.455e+00,1.142e+01,2.004e+00,-3.882e+00,-3.157e+00,5.293e+00,4.348e+00,2.394e+00,-5.498e-01,-2.126e+00,2.973e+00,-9.739e-01,-4.480e-01,2.564e-01,1.679e+00,3.624e-01
2.509e+00,2.355e+00,2.682e+00,-5.887e-01,-4.010e+00,2.004e+00,6.868e+00,2.626e+00,-5.482e+00,-1.408e+00,5.288e-01,1.349e+00,-8.467e-03,-2.388e+00,-1.046e+00,1.995e-01,7.966e-01,2.159e+00,2.426e+00,-1.229e+00
1.718e+00,1.205e+00,2.554e+00,2.486e+00,-5.875e+00,-3.882e+00,2.626e+00,5.593e+00,-1.781e+00,-4.791e+00,-1.311e+00,4.630e-01,-1.761e-01,2.703e-01,-1.332e+00,-2.028e-01,5.796e-01,1.676e+00,5.161e-01,-1.840e+00
-8.140e-01,-1.371e+00,-1.846e+00,1.620e+00,4.518e+00,-3.157e+00,-5.482e+00,-1.781e+00,1.052e+01,1.564e+00,-2.750e+00,-3.407e+00,-2.912e-01,4.721e+00,4.699e-01,1.114e+00,-5.989e-02,-1.375e+00,-1.890e+00,3.359e-01
-1.421e+00,-8.452e-01,-2.174e+00,-2.522e+00,6.070e+00,5.293e+00,-1.408e+00,-4.791e+00,1.564e+00,7.689e+00,2.421e+00,5.337e-01,-4.785e-01,-3.648e-01,2.981e+00,-2.487e-01,-2.863e-01,-1.559e+00,-4.248e-01,2.374e+00
-8.880e-01,4.257e-01,-2.739e-01,-2.265e+00,1.847e-01,4.348e+00,5.288e-01,-1.311e+00,-2.750e+00,2.421e+00,4.539e+00,2.840e+00,-6.648e-01,-2.867e+00,2.209e+00,-1.182e+00,-1.856e-01,1.328e-01,5.958e-01,-2.106e-01
2.715e-02,5.073e-01,3.906e-01,-1.133e+00,-1.030e+00,2.394e+00,1.349e+00,4.630e-01,-3.407e+00,5.337e-01,2.840e+00,3.998e+00,-7.566e-01,-4.536e+00,1.931e+00,-5.727e-01,4.032e-01,5.183e-01,1.865e-01,-3.388e-01
2.508e-01,-7.367e-01,-8.995e-01,4.458e-01,1.933e+00,-5.498e-01,-8.467e-03,-1.761e-01,-2.912e-01,-4.785e-01,-6.648e-01,-7.566e-01,1.870e+00,-4.194e-02,-1.134e+00,7.701e-01,4.847e-01,-8.456e-02,-2.488e-01,2.123e-01
9.198e-01,-2.696e-01,-2.288e-01,2.732e-01,3.013e-01,-2.126e+00,-2.388e+00,2.703e-01,4.721e+00,-3.648e-01,-2.867e+00,-4.536e+00,-4.194e-02,9.270e+00,-1.384e+00,-8.052e-01,-1.001e+00,-3.284e-01,-2.615e-01,3.470e-01
-2.019e-01,-1.538e+00,-8.791e-01,-1.485e+00,1.747e+00,2.973e+00,-1.046e+00,-1.332e+00,4.699e-01,2.981e+00,2.209e+00,1.931e+00,-1.134e+00,-1.384e+00,3.836e+00,-5.687e-01,3.117e-01,-9.593e-01,-1.373e+00,2.021e+00
5.128e-01,-4.428e-01,-2.370e-01,6.692e-01,5.583e-01,-9.739e-01,1.995e-01,-2.028e-01,1.114e+00,-2.487e-01,-1.182e+00,-5.727e-01,7.701e-01,-8.052e-01,-5.687e-01,2.226e+00,1.194e+00,3.131e-01,-5.234e-01,1.298e-01
7.483e-01,-7.351e-01,-3.681e-01,6.157e-01,1.470e-02,-4.480e-01,7.966e-01,5.796e-01,-5.989e-02,-2.863e-01,-1.856e-01,4.032e-01,4.847e-01,-1.001e+00,3.117e-01,1.194e+00,1.675e+00,8.108e-01,-7.153e-01,9.241e-02
1.860e+00,1.691e+00,1.503e+00,4.006e-01,-3.172e+00,2.564e-01,2.159e+00,1.676e+00,-1.375e+00,-1.559e+00,1.328e-01,5.183e-01,-8.456e-02,-3.284e-01,-9.593e-01,3.131e-01,8.108e-01,3.152e+00,1.358e+00,-3.600e+00
3.968e-01,3.078e+00,2.210e+00,-6.029e-01,-1.974e+00,1.679e+00,2.426e+00,5.161e-01,-1.890e+00,-4.248e-01,5.958e-01,1.865e-01,-2.488e-01,-2.615e-01,-1.373e+00,-5.234e-01,-7.153e-01,1.358e+00,3.349e+00,-3.522e+00
-4.164e-01,-4.735e+00,-4.663e+00,-1.392e+00,6.022e+00,3.624e-01,-1.229e+00,-1.840e+00,3.359e-01,2.374e+00,-2.106e-01,-3.388e-01,2.123e-01,3.470e-01,2.021e+00,1.298e-01,9.241e-02,-3.600e+00,-3.522e+00,1.125e+01
